﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
25;Lleida;4;Lleida;38;Urgell;25046;Belianes;1;;408;134;228;271;137;10;4;257;261;30;73;73;7;2;43;5;15;6;0;0;1;0;1;0;;0;;1;;;0;
25;Lleida;4;Lleida;18;Garrigues;25170;Bellaguarda;1;;257;76;149;186;71;0;1;185;186;18;55;74;4;4;14;0;4;6;0;0;5;0;0;0;;1;;0;;;0;
17;Girona;3;Girona;10;Baix Empordà;17018;Bellcaire d'Empordà;1;;501;188;313;345;156;7;2;336;338;34;82;124;9;12;57;5;2;9;0;0;0;1;0;0;;0;1;;;0;;
25;Lleida;4;Lleida;23;Noguera;25047;Bellcaire d'Urgell;1;;946;357;573;665;281;6;10;649;659;53;261;187;16;8;50;10;18;43;1;0;0;1;0;0;;0;;0;;;1;
25;Lleida;4;Lleida;27;Pla d'Urgell;25048;Bell-lloc d'Urgell;1;;1639;387;853;1006;633;30;12;964;976;118;305;295;33;18;49;26;21;87;1;0;1;1;4;0;;1;;3;;;1;
25;Lleida;4;Lleida;23;Noguera;25049;Bellmunt d'Urgell;1;;150;58;94;107;43;8;0;99;99;4;25;24;5;0;7;2;0;29;0;0;0;1;0;0;;0;;2;;;0;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43023;Bellmunt del Priorat;1;;209;82;123;151;58;4;5;142;147;20;54;25;1;4;25;0;0;7;3;0;0;0;0;;1;0;;;1;;;1
8;Barcelona;8;Penedès;6;Anoia;08021;Bellprat;1;;64;29;35;41;23;2;0;39;39;3;10;17;2;0;4;0;0;3;0;0;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;38;Urgell;25050;Bellpuig;1;;3269;843;1499;1846;1423;21;17;1808;1825;183;576;601;37;42;168;31;37;116;1;3;2;0;3;0;;1;;7;;;0;
43;Tarragona;8;Penedès;12;Baix Penedès;43024;Bellvei;1;;1616;368;663;754;862;12;9;733;742;168;166;90;104;45;45;51;28;26;3;1;2;1;2;;0;0;;;1;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25051;Bellver de Cerdanya;1;;1619;376;689;995;624;29;10;956;966;124;240;316;23;35;118;22;22;37;2;3;5;1;3;1;;1;;2;;;1;
25;Lleida;4;Lleida;27;Pla d'Urgell;25052;Bellvís;1;;1555;416;876;976;579;20;10;946;956;65;361;351;15;21;78;9;12;28;0;3;0;1;0;0;;0;;2;;;0;
25;Lleida;4;Lleida;33;Segrià;25053;Benavent de Segrià;1;;1111;258;566;679;432;5;4;670;674;86;196;180;32;14;46;26;19;64;1;2;1;0;1;0;;0;;1;;;1;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43025;Benifallet;1;;577;196;320;376;201;6;2;368;370;112;122;55;12;19;19;4;11;8;0;0;0;3;0;;3;0;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43026;Benissanet;1;;764;247;438;502;262;8;7;487;494;47;166;156;20;8;52;6;11;13;2;0;1;1;0;;2;1;;;1;;;0
8;Barcelona;2;Catalunya Central;14;Berguedà;08022;Berga;1;;6440;1697;3075;3539;2901;48;41;3450;3491;311;829;1388;94;97;456;57;42;128;3;17;11;16;0;1;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08022;Berga;2;;4671;917;2002;2277;2394;38;19;2220;2239;325;534;792;62;73;255;41;32;81;5;9;6;5;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08022;Berga;3;;458;170;256;280;178;1;1;278;279;21;72;122;8;4;27;2;3;18;1;0;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08022;Berga;4;;607;191;324;368;239;6;3;359;362;25;89;168;4;10;39;5;1;16;1;1;0;0;0;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17019;Besalú;1;;1801;553;1059;1174;627;24;18;1132;1150;105;283;505;17;29;93;15;10;45;1;6;7;4;0;0;;3;8;;;1;;
17;Girona;3;Girona;20;Gironès;17020;Bescanó;1;;3768;885;2060;2375;1393;23;24;2328;2352;174;521;1096;70;60;267;31;20;57;2;13;5;6;2;0;;3;1;;;0;;
17;Girona;3;Girona;19;Garrotxa;17021;Beuda;1;;121;40;72;79;42;3;1;75;76;8;11;23;2;6;16;1;0;7;1;0;0;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08023;Bigues i Riells;1;;7257;1571;3039;3656;3601;63;26;3567;3593;624;1019;777;259;212;259;207;101;64;22;9;6;2;3;3;;;;;;;;
25;Lleida;4;Lleida;32;Segarra;25055;Biosca;1;;161;56;78;94;67;2;1;91;92;9;12;45;2;3;4;4;3;5;0;0;2;0;0;0;;0;;2;;;0;
17;Girona;3;Girona;10;Baix Empordà;17022;Bisbal d'Empordà, la;1;;4066;1034;2072;2302;1764;30;23;2249;2272;320;611;716;66;81;298;32;32;63;5;6;7;3;4;1;;0;4;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17022;Bisbal d'Empordà, la;2;;3066;638;1463;1646;1420;33;21;1592;1613;227;407;493;51;89;239;17;24;26;3;2;1;4;2;0;;4;3;;;0;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43027;Bisbal de Falset, la;1;;169;56;116;128;41;0;0;128;128;8;38;60;5;3;3;0;0;11;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;8;Penedès;12;Baix Penedès;43028;Bisbal del Penedès, la;1;;2906;448;1000;1177;1729;26;5;1146;1151;244;260;227;104;59;81;45;20;91;4;0;4;0;3;;1;2;;;0;;;1
17;Girona;3;Girona;2;Alt Empordà;17234;Biure;1;;183;74;104;116;67;1;2;113;115;13;30;30;10;8;12;5;2;2;1;0;0;0;0;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43029;Blancafort;1;;311;110;183;219;92;6;4;209;213;12;112;37;0;13;23;2;2;6;0;0;2;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;34;Selva;17023;Blanes;1;;6130;1459;2855;3251;2879;53;23;3175;3198;635;685;902;212;209;162;132;70;120;6;6;11;3;7;0;;4;10;;;1;;
17;Girona;3;Girona;34;Selva;17023;Blanes;2;;16642;3048;6627;7843;8799;151;76;7616;7692;2092;1653;1174;693;741;360;486;199;108;23;3;19;5;12;4;;20;16;;;8;;
17;Girona;3;Girona;34;Selva;17023;Blanes;3;;5000;1127;1991;2219;2781;53;30;2136;2166;773;332;167;266;203;61;188;80;25;12;2;3;1;7;2;;4;6;;;4;;
17;Girona;3;Girona;2;Alt Empordà;17029;Boadella i les Escaules;1;;214;98;127;137;77;0;2;135;137;15;34;38;17;4;17;2;2;4;1;1;0;0;0;0;;0;0;;;0;;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17024;Bolvir;1;;335;78;158;237;98;13;2;222;224;24;27;75;25;5;12;7;12;32;0;0;0;1;0;1;;0;1;;;0;;
43;Tarragona;8;Penedès;12;Baix Penedès;43030;Bonastre;1;;505;155;269;298;207;3;4;291;295;40;89;72;21;24;14;10;6;5;4;2;0;0;1;;2;1;;;0;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25057;Bòrdes, es;1;;222;41;70;109;113;6;2;101;103;21;19;12;14;10;10;7;4;1;0;0;0;0;2;0;;0;;1;;;0;
17;Girona;3;Girona;20;Gironès;17025;Bordils;1;;1197;432;752;841;356;12;4;825;829;53;160;348;22;19;167;8;10;28;2;3;2;0;0;0;;0;2;;;1;;
25;Lleida;4;Lleida;18;Garrigues;25058;Borges Blanques, les;1;;1778;405;816;1010;768;21;7;982;989;71;323;377;38;16;90;22;15;14;4;3;4;0;2;0;;2;;1;;;0;
25;Lleida;4;Lleida;18;Garrigues;25058;Borges Blanques, les;2;;2597;572;1168;1422;1175;14;20;1388;1408;132;468;507;45;30;111;22;16;40;0;3;6;0;2;1;;0;;5;;;0;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43031;Borges del Camp, les;1;;1464;439;793;904;560;16;1;887;888;67;252;356;48;26;76;22;14;15;2;4;1;1;0;;0;1;;;2;;;0
17;Girona;3;Girona;2;Alt Empordà;17026;Borrassà;1;;547;174;350;380;167;2;8;370;378;30;76;189;19;2;30;2;7;5;1;4;1;0;0;1;;0;3;;;0;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08024;Borredà;1;;363;121;203;232;131;2;4;226;230;25;72;85;5;5;23;3;3;4;1;0;0;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25059;Bossòst;1;;822;202;364;464;358;22;5;437;442;166;47;36;91;16;11;34;23;2;3;0;0;3;1;0;;2;;2;;;0;
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43032;Bot;1;;454;159;270;324;130;4;1;319;320;54;89;91;18;10;22;5;9;14;0;0;0;0;1;;5;0;;;1;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43033;Botarell;1;;793;212;408;487;306;5;3;479;482;66;185;97;34;22;41;8;9;8;2;3;1;1;0;;0;2;;;0;;;0
25;Lleida;4;Lleida;18;Garrigues;25056;Bovera;1;;207;64;107;120;87;4;7;109;116;12;28;50;3;2;9;2;0;2;0;0;0;0;0;0;;1;;0;;;0;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43034;Bràfim;1;;477;147;264;303;174;5;4;294;298;38;108;78;13;6;24;11;4;7;3;0;2;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;34;Selva;17027;Breda;1;;2918;765;1500;1735;1183;35;14;1686;1700;180;541;560;34;41;219;25;28;40;5;1;5;3;3;1;;0;0;;;0;;
8;Barcelona;8;Penedès;6;Anoia;08025;Bruc, el;1;;1615;300;746;884;731;13;13;858;871;135;222;107;53;60;95;28;15;131;3;2;2;0;5;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08026;Brull, el;1;;201;72;136;152;49;0;2;150;152;4;33;72;7;2;19;2;2;9;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;34;Selva;17028;Brunyola i Sant Martí Sapresa;1;;293;97;163;185;108;5;1;179;180;5;45;83;2;5;22;1;3;7;1;1;0;2;1;0;;1;0;;;0;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43035;Cabacés;1;;238;66;131;164;74;9;4;151;155;18;60;35;3;2;13;3;4;7;0;0;5;0;1;;0;0;;;0;;;0
25;Lleida;4;Lleida;23;Noguera;25060;Cabanabona;1;;65;11;29;37;28;1;2;34;36;1;10;11;2;0;5;0;1;3;0;0;0;0;0;0;;0;;1;;;0;
17;Girona;3;Girona;2;Alt Empordà;17031;Cabanelles;1;;166;38;67;77;89;0;2;75;77;6;22;26;6;0;13;0;1;1;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17030;Cabanes;1;;640;187;338;363;277;4;3;356;359;45;67;126;39;8;34;8;8;14;1;1;0;0;1;0;;1;1;;;2;;
8;Barcelona;8;Penedès;3;Alt Penedès;08027;Cabanyes, les;1;;745;249;461;497;248;8;2;487;489;65;109;161;26;19;52;11;10;21;5;8;0;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25061;Cabó;1;;79;20;35;47;32;1;1;45;46;3;13;18;6;0;2;0;0;1;0;0;0;0;0;0;;0;;2;;;0;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43036;Cabra del Camp;1;;901;186;335;380;521;5;4;371;375;58;81;97;41;11;35;18;12;13;0;2;1;0;0;;1;1;;;0;;;0
8;Barcelona;8;Penedès;6;Anoia;08028;Cabrera d'Anoia;1;;1153;283;471;522;631;6;6;510;516;122;133;60;62;40;21;34;23;3;5;3;0;3;0;1;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08029;Cabrera de Mar;1;;3673;922;1959;2447;1226;40;25;2382;2407;346;514;694;113;105;170;151;94;174;4;1;7;7;2;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08030;Cabrils;1;;5295;1057;2668;3360;1935;23;29;3308;3337;439;771;1077;179;146;192;159;126;180;8;13;5;10;3;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17032;Cadaqués;1;;1793;380;777;931;862;14;15;902;917;122;221;342;30;58;67;23;6;26;1;1;2;2;0;0;;0;1;;;0;;
8;Barcelona;2;Catalunya Central;6;Anoia;08031;Calaf;1;;2313;547;1186;1360;953;32;16;1312;1328;225;295;479;42;53;78;43;19;64;2;2;7;0;2;1;;;;;;;;
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;1;;5508;1201;2318;2673;2835;50;23;2600;2623;707;594;416;261;154;112;178;90;53;7;0;3;4;4;;5;4;;;7;;;1
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;2;;4367;1026;1818;2153;2214;43;18;2092;2110;449;475;391;230;111;116;132;109;59;7;2;1;0;0;;0;4;;;4;;;2
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;3;;8119;1561;2799;3258;4861;76;30;3152;3182;898;594;356;486;243;100;231;153;43;14;4;3;2;9;;1;6;;;9;;;0
43;Tarragona;8;Penedès;12;Baix Penedès;43037;Calafell;4;;883;123;253;293;590;11;1;281;282;70;65;22;48;30;10;23;8;1;2;0;0;2;0;;0;0;;;0;;;0
8;Barcelona;2;Catalunya Central;42;Moianès;08034;Calders;1;;837;249;513;557;280;7;4;546;550;33;157;203;15;8;77;7;8;34;0;0;2;1;1;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08032;Caldes d'Estrac;1;;2169;403;982;1276;893;19;9;1248;1257;230;303;342;64;86;59;51;42;50;8;1;8;0;2;2;;;;;;;;
17;Girona;3;Girona;34;Selva;17033;Caldes de Malavella;1;;5831;1219;2350;2826;3005;31;34;2761;2795;400;667;871;176;164;225;96;60;56;5;7;12;8;3;0;;2;9;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;1;;3952;893;1847;2151;1801;35;17;2099;2116;401;481;546;106;129;215;88;43;67;7;4;5;2;5;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;2;;1697;498;895;1033;664;15;6;1012;1018;142;264;312;43;44;110;27;16;48;1;1;4;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08033;Caldes de Montbui;3;;7723;1607;3607;4249;3474;46;42;4161;4203;832;1093;889;301;241;353;179;125;101;12;9;11;4;8;3;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;1;;3758;731;1675;1911;1847;18;27;1866;1893;318;434;504;156;92;123;86;65;69;3;5;4;2;5;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;2;;2421;520;1081;1316;1105;24;12;1280;1292;198;284;378;71;72;114;50;33;62;7;1;4;1;4;1;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08035;Calella;3;;6893;1373;3154;3746;3147;57;33;3656;3689;689;944;924;263;203;218;168;104;96;24;5;9;3;4;2;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08037;Calldetenes;1;;1948;545;1112;1295;653;15;12;1268;1280;61;307;611;31;23;151;19;8;35;1;6;7;7;1;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08038;Callús;1;;1535;451;813;927;608;12;13;902;915;101;287;275;40;38;76;14;11;44;3;5;1;2;3;2;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17034;Calonge i Sant Antoni;1;;7395;1769;3186;3797;3598;45;33;3719;3752;632;840;1213;269;156;249;135;79;94;4;7;4;6;7;1;;12;9;;;2;;
8;Barcelona;2;Catalunya Central;6;Anoia;08036;Calonge de Segarra;1;;159;60;106;120;39;3;0;117;117;9;31;45;1;1;9;2;0;17;1;1;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;23;Noguera;25062;Camarasa;1;;691;233;385;430;261;6;3;421;424;26;158;137;17;11;40;9;8;8;0;2;1;0;1;0;;0;;3;;;0;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43903;Camarles;1;;2327;573;894;1037;1290;48;5;984;989;123;442;228;24;23;46;21;16;19;0;0;1;0;0;;40;0;;;0;;;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;1;;8606;1881;3535;4074;4532;75;27;3972;3999;955;814;559;545;230;227;333;165;74;19;8;6;5;8;;6;6;;;12;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43038;Cambrils;2;;13908;3207;6139;7189;6719;106;55;7028;7083;1483;1280;1415;913;373;283;586;441;161;22;18;9;21;3;;8;5;;;4;;;3
17;Girona;3;Girona;28;Pla de l'Estany;17035;Camós;1;;547;201;354;403;144;8;2;393;395;24;121;156;11;9;38;6;5;14;0;1;3;2;0;0;;0;3;;;0;;
17;Girona;3;Girona;31;Ripollès;17036;Campdevànol;1;;2634;620;1210;1487;1147;41;13;1433;1446;192;390;477;49;65;147;19;14;53;5;6;3;6;2;0;;3;2;;;0;;
17;Girona;3;Girona;31;Ripollès;17037;Campelles;1;;114;39;55;74;40;1;1;72;73;1;14;35;1;2;6;3;0;8;0;0;2;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08039;Campins;1;;413;142;256;290;123;5;5;280;285;32;66;96;6;24;41;3;2;6;2;1;0;1;0;0;;;;;;;;
17;Girona;3;Girona;20;Gironès;17038;Campllong;1;;380;127;245;281;99;12;1;268;269;10;58;119;12;6;33;3;5;12;1;0;1;5;0;0;;2;1;;;0;;
17;Girona;3;Girona;31;Ripollès;17039;Camprodon;1;;1780;458;897;1113;667;74;13;1026;1039;145;197;442;35;37;71;13;18;50;1;5;2;1;2;0;;2;5;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25063;Canejan;1;;76;21;22;32;44;0;0;32;32;9;9;5;6;1;1;0;1;0;0;0;0;0;0;0;;0;;0;;;0;
17;Girona;3;Girona;20;Gironès;17040;Canet d'Adri;1;;567;200;333;371;196;3;3;365;368;26;65;156;4;15;60;9;4;17;1;0;2;4;0;0;;0;2;;;0;;
8;Barcelona;1;Barcelona;21;Maresme;08040;Canet de Mar;1;;11167;2831;5129;5901;5266;75;40;5786;5826;975;1471;1541;389;338;476;209;163;128;34;31;12;4;14;1;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43907;Canonja, la;1;;4425;980;1747;2082;2343;45;16;2021;2037;762;293;173;300;122;72;142;98;19;11;2;4;0;9;;0;6;;;7;;;1
8;Barcelona;1;Barcelona;41;Vallès Oriental;08041;Canovelles;1;;10725;2397;4331;4837;5888;70;34;4733;4767;1752;698;518;633;313;121;385;189;64;29;10;6;4;7;4;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08042;Cànoves i Samalús;1;;2465;566;1157;1293;1172;10;11;1272;1283;272;314;233;113;89;84;61;57;28;9;4;6;2;0;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17041;Cantallops;1;;213;61;115;130;83;9;1;120;121;14;54;24;1;4;11;4;5;2;0;0;0;0;0;0;;1;0;;;0;;
8;Barcelona;8;Penedès;17;Garraf;08043;Canyelles;1;;3553;818;1474;1706;1847;20;21;1665;1686;404;363;266;165;108;76;139;43;75;15;4;3;0;2;2;;;;;;;;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43039;Capafonts;1;;103;44;60;70;33;0;0;70;70;5;19;20;0;0;20;2;1;1;0;2;0;0;0;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;29;Priorat;43040;Capçanes;1;;326;138;222;250;76;2;4;244;248;12;81;65;4;12;59;2;3;5;0;0;0;0;0;;1;0;;;0;;;0
8;Barcelona;8;Penedès;6;Anoia;08044;Capellades;1;;1799;341;671;802;997;14;6;782;788;179;189;132;45;36;91;49;19;31;6;0;0;0;3;2;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08044;Capellades;2;;2318;578;1153;1314;1004;21;13;1280;1293;221;327;278;54;64;196;42;34;50;6;4;1;0;1;2;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17042;Capmany;1;;422;133;238;265;157;1;5;259;264;24;62;99;13;15;17;10;4;12;1;0;1;0;0;0;;0;0;;;1;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08045;Capolat;1;;63;22;30;41;22;0;0;41;41;0;7;22;0;1;9;0;0;1;0;0;0;0;1;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;1;;3844;826;1982;2345;1499;32;18;2295;2313;286;528;716;75;138;319;65;38;95;7;16;7;1;4;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;2;;7153;1631;3640;4279;2874;68;24;4187;4211;787;1061;1001;187;314;425;189;89;87;17;12;7;5;4;2;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;3;;2752;444;1204;1428;1324;24;17;1387;1404;244;326;284;94;141;167;56;28;27;5;6;2;2;3;2;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08047;Cardona;1;;2780;678;1204;1468;1312;32;14;1422;1436;326;432;274;64;48;113;49;54;51;4;1;3;1;2;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08047;Cardona;2;;888;212;378;444;444;8;4;432;436;73;121;123;22;9;35;13;7;22;2;1;2;0;2;0;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08048;Carme;1;;574;188;339;376;198;5;5;366;371;36;116;130;7;9;31;9;4;23;1;0;0;0;0;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43041;Caseres;1;;204;42;87;110;94;4;1;105;106;13;48;16;11;1;5;2;8;1;0;0;0;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;20;Gironès;17044;Cassà de la Selva;1;;2814;635;1488;1739;1075;29;9;1701;1710;193;412;722;55;52;150;24;23;47;6;4;5;0;2;0;;3;3;;;0;;
17;Girona;3;Girona;20;Gironès;17044;Cassà de la Selva;2;;4227;933;2072;2406;1821;51;13;2342;2355;266;593;926;75;57;240;47;31;66;5;6;8;6;1;1;;5;3;;;6;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08049;Casserres;1;;1308;386;684;773;535;11;6;756;762;43;206;297;14;15;110;5;13;36;8;0;6;2;1;0;;;;;;;;
25;Lleida;2;Catalunya Central;35;Solsonès;25064;Castellar de la Ribera;1;;94;34;62;74;20;1;1;72;73;4;17;29;0;0;10;0;2;10;0;0;0;0;0;0;;0;;0;;;0;
8;Barcelona;2;Catalunya Central;14;Berguedà;08050;Castellar del Riu;1;;130;55;86;98;32;2;0;96;96;2;20;49;1;0;10;2;0;11;0;0;1;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;;18928;4636;9156;10446;8482;172;67;10207;10274;2239;2550;2261;700;679;666;500;258;219;65;18;18;13;18;3;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08052;Castellar de n'Hug;1;;142;44;80;101;41;4;1;96;97;7;21;47;2;2;1;0;0;14;0;2;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08053;Castellbell i el Vilar;1;;2949;595;1199;1364;1585;22;16;1326;1342;271;363;296;130;64;76;36;24;43;4;4;3;7;4;1;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08054;Castellbisbal;1;;9346;1928;4279;5010;4336;82;37;4891;4928;1195;1096;779;478;386;327;347;138;66;34;11;9;8;10;7;;;;;;;;
8;Barcelona;2;Catalunya Central;42;Moianès;08055;Castellcir;1;;542;162;296;340;202;5;8;327;335;20;112;85;17;17;53;6;0;7;1;3;2;1;3;0;;;;;;;;
25;Lleida;4;Lleida;18;Garrigues;25067;Castelldans;1;;683;176;361;398;285;9;9;380;389;31;97;111;15;17;38;12;16;41;1;0;1;0;0;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;1;;11834;2204;4868;5809;6025;80;57;5672;5729;2049;926;321;651;449;141;571;394;75;49;10;3;9;14;10;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;2;;8043;1731;3523;4141;3902;64;55;4022;4077;1116;753;432;445;336;126;337;349;68;36;13;3;4;4;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;3;;7013;1571;3259;3862;3151;47;45;3770;3815;1258;579;399;395;274;140;340;259;84;22;4;2;2;6;6;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;4;;7915;1598;3558;4177;3738;34;39;4104;4143;946;797;540;482;298;142;381;341;126;26;11;1;6;4;3;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;5;;8161;1674;3706;4414;3747;49;32;4333;4365;1024;806;583;499;308;158;470;318;118;28;14;0;0;1;6;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08057;Castell de l'Areny;1;;62;17;40;45;17;1;1;43;44;1;9;18;0;4;6;0;1;4;0;0;0;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25904;Castell de Mur;1;;150;39;80;106;44;0;1;105;106;19;21;44;0;3;10;2;0;6;0;0;0;0;0;0;;0;;0;;;0;
8;Barcelona;8;Penedès;3;Alt Penedès;08058;Castellet i la Gornal;1;;1860;458;809;924;936;16;15;893;908;205;239;160;75;66;63;41;13;26;2;2;0;0;1;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17046;Castellfollit de la Roca;1;;713;240;379;423;290;7;8;408;416;25;153;142;9;11;48;1;6;11;0;0;0;1;1;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;7;Bages;08059;Castellfollit del Boix;1;;353;115;202;222;131;5;5;212;217;12;54;79;1;5;43;4;3;10;1;0;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;6;Anoia;08060;Castellfollit de Riubregós;1;;138;52;94;106;32;4;0;102;102;10;14;47;2;3;11;1;4;8;0;1;0;0;1;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08061;Castellgalí;1;;1671;386;726;824;847;10;10;804;814;190;186;156;77;55;41;31;28;28;2;1;1;4;2;2;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08062;Castellnou de Bages;1;;1044;278;575;674;370;10;6;658;664;88;178;190;39;26;61;34;14;23;2;1;1;0;0;1;;;;;;;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25068;Castellnou de Seana;1;;524;157;251;297;227;5;3;289;292;18;79;110;9;3;14;5;7;41;0;1;1;1;0;0;;0;;0;;;0;
